"ad_type","ts","t","clicks","imps","rpc","rpi","total_rev"
"dog_food",2019-04-23 12:00:00,29,7928,103000,0.11874973328034,0.00914029126213592,941.45
"dog_food",2019-04-23 13:00:00,30,5477,0,0.151707147297238,NA,830.9
"dog_food",2019-04-23 14:00:00,31,8547,0,0.194895912556482,NA,1665.78
"dog_food",2019-04-23 15:00:00,32,12269,148150,0.143580239628386,0.0118905838677017,1761.59
"dog_food",2019-04-23 16:00:00,33,13072,32550,0.244889585281612,0.098347158218126,3201.2
"dog_food",2019-04-23 17:00:00,34,11561,218680,0.211834787143465,0.0111991037131882,2449.02
"dog_food",2019-04-23 18:00:00,35,15304,117720,0.139542893407726,0.0181410125722052,2135.56
"dog_food",2019-04-23 19:00:00,36,19166,220300,0.224026335076677,0.0194901951883795,4293.69
"dog_food",2019-04-23 20:00:00,37,15902,301210,0.235883085888474,0.0124531390060091,3751.01
"dog_food",2019-04-23 21:00:00,38,14955,63770,0.229344723069352,0.0537846949976478,3429.85
"dog_food",2019-04-23 22:00:00,39,15135,84860,0.197976323728852,0.0353095687013905,2996.37
"dog_food",2019-04-23 23:00:00,40,15576,121380,0.141602809306384,0.0181711155050255,2205.61
"dog_food",2019-04-24 00:00:00,41,14364,88300,0.117740154252566,0.019153114382786,1691.22
"dog_food",2019-04-24 01:00:00,42,7366,123410,0.160289952418999,0.00956729600518597,1180.7
"dog_food",2019-04-24 02:00:00,43,8358,4280,0.106127597018068,0.207245327102804,887.01
"dog_food",2019-04-24 03:00:00,44,2275,137830,0.110595031604108,0.0018254371326997,251.6
"dog_food",2019-04-24 04:00:00,45,0,0,NA,NA,NA
"dog_food",2019-04-24 05:00:00,46,0,0,NA,NA,NA
"dog_food",2019-04-24 06:00:00,47,0,131380,NA,NA,NA
"dog_food",2019-04-24 07:00:00,48,0,0,NA,NA,NA
"dog_food",2019-04-24 08:00:00,49,0,0,NA,NA,NA
"dog_food",2019-04-24 09:00:00,50,0,0,NA,NA,NA
"dog_food",2019-04-24 10:00:00,51,2383,242470,0,0,0
"dog_food",2019-04-24 11:00:00,52,3591,22530,0.063411618492918,0.0101069684864625,227.71
"dog_food",2019-04-24 12:00:00,53,405,171780,0.140853796705972,0.000332110839445803,57.05
"dog_food",2019-04-24 13:00:00,54,3914,0,0.0631501882136782,NA,247.17
"dog_food",2019-04-24 14:00:00,55,8871,120300,0.132511116406818,0.00977148794679967,1175.51
"dog_food",2019-04-24 15:00:00,56,7314,62600,0.250411912394828,0.0292573482428115,1831.51
"dog_food",2019-04-24 16:00:00,57,12286,306620,0.233828294974513,0.00936928445633031,2872.81
"dog_food",2019-04-24 17:00:00,58,16162,165180,0.222249862010771,0.0217459740888727,3592
"dog_food",2019-04-24 18:00:00,59,17395,279330,0.301582676269378,0.0187807611069345,5246.03
"dog_food",2019-04-24 19:00:00,60,17966,227800,0.350051559956298,0.0276076821773486,6289.03
"dog_food",2019-04-24 20:00:00,61,13650,151520,0.234906154934475,0.0211620248152059,3206.47
"dog_food",2019-04-24 21:00:00,62,17598,231130,0.246509385899676,0.0187689611906719,4338.07
"dog_food",2019-04-24 22:00:00,63,14479,199600,0.21436336781428,0.0155499498997996,3103.77
"dog_food",2019-04-24 23:00:00,64,11736,7230,0.194339181148673,0.315457814661134,2280.76
"dog_food",2019-04-25 00:00:00,65,9689,152130,0.220281225828925,0.0140294484979951,2134.3
"dog_food",2019-04-25 01:00:00,66,6657,55620,0.195877935503262,0.0234440848615606,1303.96
"dog_food",2019-04-25 02:00:00,67,10617,0,0.169408122132699,NA,1798.61
"dog_food",2019-04-25 03:00:00,68,6975,81710,0.113348264379916,0.00967568229102925,790.6
"dog_food",2019-04-25 04:00:00,69,7173,55090,0.0760536132742141,0.00990252314394627,545.53
"dog_food",2019-04-25 05:00:00,70,4940,110730,0.163162806597455,0.00727914747584214,806.02
"dog_food",2019-04-25 06:00:00,71,0,92540,NA,NA,NA
"dog_food",2019-04-25 07:00:00,72,0,59340,NA,NA,NA
"dog_food",2019-04-25 08:00:00,73,769,56890,0.0275022394637074,0.000371770082615574,21.15
"dog_food",2019-04-25 09:00:00,74,631,127420,0,0,0
"dog_food",2019-04-25 10:00:00,75,5672,5550,0,0,0
"dog_food",2019-04-25 11:00:00,76,2796,118760,0.0831904473064528,0.00195857190973392,232.6
"dog_food",2019-04-25 12:00:00,77,3847,132390,0.07296265198712,0.00212017523982174,280.69
"dog_food",2019-04-25 13:00:00,78,4681,60440,0.084345695980517,0.00653242885506287,394.82
"dog_food",2019-04-25 14:00:00,79,9043,0,0.166503476472206,NA,1505.69
"dog_food",2019-04-25 15:00:00,80,11904,109670,0.298806988222415,0.0324336646302544,3557
"dog_food",2019-04-25 16:00:00,81,13616,157760,0.23665901040684,0.0204256465517241,3222.35
"dog_food",2019-04-25 17:00:00,82,20813,152300,0.194382289518487,0.0265638870650033,4045.68
"dog_food",2019-04-25 18:00:00,83,13624,201590,0.21489062954713,0.0145228930006449,2927.67
"dog_food",2019-04-25 19:00:00,84,16892,219560,0.205809825336308,0.0158341227910366,3476.54
"dog_food",2019-04-25 20:00:00,85,16798,153630,0.258612281921379,0.0282768339517021,4344.17
"dog_food",2019-04-25 21:00:00,86,15187,285080,0.211767779644715,0.0112814648519714,3216.12
"dog_food",2019-04-25 22:00:00,87,18556,66580,0.243833140643411,0.0679568939621508,4524.57
"dog_food",2019-04-25 23:00:00,88,12873,107480,0.265774620664414,0.0318321548195013,3421.32
"dog_food",2019-04-26 00:00:00,89,12354,116260,0.271038972543729,0.0288011353862033,3348.42
"dog_food",2019-04-26 01:00:00,90,9953,158640,0.220057962925426,0.0138063540090772,2190.24
"dog_food",2019-04-26 02:00:00,91,3787,62630,0.0880963517083363,0.00532684017244132,333.62
"dog_food",2019-04-26 03:00:00,92,5019,16630,0.225997866160972,0.0682068550811786,1134.28
"dog_food",2019-04-26 04:00:00,93,4747,91520,0.0925570509425964,0.00480080856643357,439.37
"dog_food",2019-04-26 05:00:00,94,1043,51270,0.131825361380372,0.00268168519602107,137.49
"dog_food",2019-04-26 06:00:00,95,0,13170,NA,NA,NA
"dog_food",2019-04-26 07:00:00,96,0,30030,NA,NA,NA
"dog_food",2019-04-26 08:00:00,97,0,55720,NA,NA,NA
"dog_food",2019-04-26 09:00:00,98,0,0,NA,NA,NA
"dog_food",2019-04-26 10:00:00,99,0,0,NA,NA,NA
"dog_food",2019-04-26 11:00:00,100,4291,65000,0.108698225028587,0.00717569230769231,466.42
"dog_food",2019-04-26 12:00:00,101,3747,112450,0.131109567865348,0.00436878612716763,491.27
"dog_food",2019-04-26 13:00:00,102,4696,78490,0.147181969000851,0.00880583513823417,691.17
"dog_food",2019-04-26 14:00:00,103,7875,34220,0.13330509724206,0.030677381648159,1049.78
"dog_food",2019-04-26 15:00:00,104,11095,42870,0.144598708015159,0.0374229064613949,1604.32
"dog_food",2019-04-26 16:00:00,105,11246,237480,0.222450568768502,0.0105342765706586,2501.68
"dog_food",2019-04-26 17:00:00,106,12569,227950,0.222543652985271,0.0122708927396359,2797.15
"dog_food",2019-04-26 18:00:00,107,18688,105720,0.211568994847911,0.0373987892546349,3953.8
"dog_food",2019-04-26 19:00:00,108,19489,38870,0.328674674932651,0.164793928479547,6405.54
"dog_food",2019-04-26 20:00:00,109,19526,184620,0.2641116353705,0.0279332683349583,5157.04
"dog_food",2019-04-26 21:00:00,110,17647,186960,0.275266474136242,0.025982188703466,4857.63
"dog_food",2019-04-26 22:00:00,111,14314,215480,0.273729243398876,0.0181834044922963,3918.16
"dog_food",2019-04-26 23:00:00,112,10519,184380,0.174822716897375,0.00997374986441046,1838.96
"dog_food",2019-04-27 00:00:00,113,12350,156510,0.231698012853912,0.0182829851127723,2861.47
"dog_food",2019-04-27 01:00:00,114,11815,139950,0.0951529393434953,0.00803308324401572,1124.23
"dog_food",2019-04-27 02:00:00,115,10098,184060,0.140068435326309,0.00768450505270021,1414.41
"dog_food",2019-04-27 03:00:00,116,1618,126960,0.129692103894273,0.00165280403276623,209.84
"dog_food",2019-04-27 04:00:00,117,2245,13740,0,0,0
"dog_food",2019-04-27 05:00:00,118,2906,27570,0.157084994365874,0.0165574900253899,456.49
"dog_food",2019-04-27 06:00:00,119,0,112480,NA,NA,NA
"dog_food",2019-04-27 07:00:00,120,1192,0,0.00395832927164672,NA,4.72
"dog_food",2019-04-27 08:00:00,121,0,93620,NA,NA,NA
"dog_food",2019-04-27 09:00:00,122,0,85440,NA,NA,NA
"dog_food",2019-04-27 10:00:00,123,0,24570,NA,NA,NA
"dog_food",2019-04-27 11:00:00,124,2532,0,0.0663699453802796,NA,168.05
"dog_food",2019-04-27 12:00:00,125,2295,198690,0.111231814555013,0.00128481554179878,255.28
"dog_food",2019-04-27 13:00:00,126,4338,159990,0.105808149028005,0.00286892930808176,459
"dog_food",2019-04-27 14:00:00,127,8379,128230,0.060082342939735,0.00392599235748265,503.43
"dog_food",2019-04-27 15:00:00,128,9834,49270,0.243497894456923,0.0486007712604019,2394.56
"dog_food",2019-04-27 16:00:00,129,12832,258130,0.247811638716742,0.0123190640375005,3179.92
"dog_food",2019-04-27 17:00:00,130,15511,241190,0.189180350180015,0.0121662589659604,2934.38
"dog_food",2019-04-27 18:00:00,131,15311,236570,0.192815604001616,0.0124791816375703,2952.2
"dog_food",2019-04-27 19:00:00,132,17024,254620,0.198164638617501,0.0132493519754929,3373.55
"dog_food",2019-04-27 20:00:00,133,17340,368420,0.247749138732698,0.0116605233157809,4295.97
"dog_food",2019-04-27 21:00:00,134,14765,344350,0.174459406749713,0.00748044141135473,2575.89
"dog_food",2019-04-27 22:00:00,135,14862,189670,0.239374115708256,0.0187566826593557,3557.58
"dog_food",2019-04-27 23:00:00,136,13253,64260,0.19237195724073,0.0396749144102085,2549.51
"dog_food",2019-04-28 00:00:00,137,16291,0,0.257948610641821,NA,4202.24
"dog_food",2019-04-28 01:00:00,138,6272,248060,0.155708932443949,0.00393699105055229,976.61
"dog_food",2019-04-28 02:00:00,139,8117,123050,0.176634125224716,0.0116516863063795,1433.74
"dog_food",2019-04-28 03:00:00,140,9008,117330,0.10786858090772,0.00828159890905992,971.68
"dog_food",2019-04-28 04:00:00,141,3440,56020,0.192653661536586,0.0118302392002856,662.73
"dog_food",2019-04-28 05:00:00,142,1412,0,0.043237586278985,NA,61.05
"dog_food",2019-04-28 06:00:00,143,0,87650,NA,NA,NA
"dog_food",2019-04-28 07:00:00,144,0,0,NA,NA,NA
"dog_food",2019-04-28 08:00:00,145,4883,49320,0.0125680037205176,0.00124432278994323,61.37
"dog_food",2019-04-28 09:00:00,146,0,0,NA,NA,NA
"dog_food",2019-04-28 10:00:00,147,266,0,0.0127380967967469,NA,3.39
"dog_food",2019-04-28 11:00:00,148,4851,72090,0.0614613657492522,0.0041358024691358,298.15
"dog_food",2019-04-28 12:00:00,149,3883,83700,0.0670078401291969,0.00310860215053763,260.19
"dog_food",2019-04-28 13:00:00,150,6454,0,0.0603330361442669,NA,389.39
"dog_food",2019-04-28 14:00:00,151,6441,0,0.150810448004971,NA,971.37
"dog_food",2019-04-28 15:00:00,152,7887,225610,0.184770662465339,0.00645933247639732,1457.29
"dog_food",2019-04-28 16:00:00,153,12714,146620,0.165269552539388,0.0143311962897285,2101.24
"dog_food",2019-04-28 17:00:00,154,19154,149300,0.290596491367153,0.0372812458137977,5566.09
"dog_food",2019-04-28 18:00:00,155,17301,189080,0.286128847019785,0.0261810873704252,4950.32
"dog_food",2019-04-28 19:00:00,156,20399,389460,0.182936475937352,0.00958177990037488,3731.72
"dog_food",2019-04-28 20:00:00,157,16253,291400,0.331656429878424,0.0184983184625944,5390.41
"dog_food",2019-04-28 21:00:00,158,13683,163520,0.205765924167829,0.0172180772994129,2815.5
"dog_food",2019-04-28 22:00:00,159,16513,216540,0.305363068850078,0.0232865059573289,5042.46
"dog_food",2019-04-28 23:00:00,160,12705,238610,0.254794148376737,0.0135667407065923,3237.16
"dog_food",2019-04-29 00:00:00,161,12588,227450,0.19260932459023,0.0106597933611783,2424.57
"dog_food",2019-04-29 01:00:00,162,11776,0,0.170958399786128,NA,2013.21
"dog_food",2019-04-29 02:00:00,163,6993,27270,0.0583226049703833,0.01495599559956,407.85
"dog_food",2019-04-29 03:00:00,164,3998,39050,0.110244140794791,0.0112870678617157,440.76
"dog_food",2019-04-29 04:00:00,165,2719,204170,0.133493622590543,0.0017777832198658,362.97
"dog_food",2019-04-29 05:00:00,166,3136,115360,0.0696984535178702,0.00189467753120666,218.57
"dog_food",2019-04-29 06:00:00,167,0,161540,NA,NA,NA
"dog_food",2019-04-29 07:00:00,168,0,0,NA,NA,NA
"dog_food",2019-04-29 08:00:00,169,0,120,NA,NA,NA
"dog_food",2019-04-29 09:00:00,170,0,0,NA,NA,NA
"dog_food",2019-04-29 10:00:00,171,0,0,NA,NA,NA
"dog_food",2019-04-29 11:00:00,172,715,51650,0.0797160181940797,0.00110358180058083,57
"dog_food",2019-04-29 12:00:00,173,2414,68350,0.143464805515116,0.00506686174103877,346.32
"dog_food",2019-04-29 13:00:00,174,3753,77470,0.150105418263647,0.00727184716664515,563.35
"dog_food",2019-04-29 14:00:00,175,7344,83160,0.237212995306345,0.0209486531986532,1742.09
"dog_food",2019-04-29 15:00:00,176,13369,195500,0.25859424695527,0.017683631713555,3457.15
"dog_food",2019-04-29 16:00:00,177,8889,164230,0.201070347269399,0.0108829690068806,1787.31
"dog_food",2019-04-29 17:00:00,178,13612,245820,0.243734576799996,0.0134965421853389,3317.72
"dog_food",2019-04-29 18:00:00,179,16298,0,0.264025983692777,NA,4303.1
"dog_food",2019-04-29 19:00:00,180,18681,0,0.202926126080238,NA,3790.86
"dog_food",2019-04-29 20:00:00,181,16637,0,0.263744906187031,NA,4387.92
"dog_food",2019-04-29 21:00:00,182,13823,126580,0.146782955852322,0.0160292305261495,2028.98
"dog_food",2019-04-29 22:00:00,183,15180,131470,0.235246720728948,0.0271624705255952,3571.05
"dog_food",2019-04-29 23:00:00,184,13792,311540,0.176672360261123,0.00782137125248764,2436.67
"dog_food",2019-04-30 00:00:00,185,12564,176500,0.17429851796221,0.0124073087818697,2189.89
"dog_food",2019-04-30 01:00:00,186,10043,53120,0.214344964740949,0.0405246611445783,2152.67
"dog_food",2019-04-30 02:00:00,187,6756,98070,0.14824454018134,0.0102125012745998,1001.54
"dog_food",2019-04-30 03:00:00,188,10093,0,0.131986001100542,NA,1332.13
"dog_food",2019-04-30 04:00:00,189,5159,0,0.144115595317103,NA,743.49
"dog_food",2019-04-30 05:00:00,190,953,0,0.0677247306225733,NA,64.54
"dog_food",2019-04-30 06:00:00,191,0,0,NA,NA,NA
"dog_food",2019-04-30 07:00:00,192,1190,82060,0.116719031066453,0.00169266390446015,138.9
"dog_food",2019-04-30 08:00:00,193,0,0,NA,NA,NA
"dog_food",2019-04-30 09:00:00,194,2171,25310,0,0,0
"dog_food",2019-04-30 10:00:00,195,2415,0,0.0475883372790621,NA,114.93
"dog_food",2019-04-30 11:00:00,196,2994,0,0.171044595496081,NA,512.11
"dog_food",2019-04-30 12:00:00,197,778,44680,0.180959507811094,0.00315107430617726,140.79
"dog_food",2019-04-30 13:00:00,198,5514,0,0.138663660898801,NA,764.59
"dog_food",2019-04-30 14:00:00,199,11768,58120,0.173006372750823,0.0350299380591879,2035.94
"dog_food",2019-04-30 15:00:00,200,7569,235760,0.0917583491098868,0.00294587716321683,694.52
"dog_food",2019-04-30 16:00:00,201,11391,161290,0.232480513826717,0.0164188108376217,2648.19
"dog_food",2019-04-30 17:00:00,202,12805,25720,0.214081945936693,0.106583203732504,2741.32
"dog_food",2019-04-30 18:00:00,203,13708,152300,0.215632147558461,0.0194083388049902,2955.89
"dog_food",2019-04-30 19:00:00,204,15240,174860,0.188671895548883,0.0164437835983072,2875.36
"dog_food",2019-04-30 20:00:00,205,19101,180330,0.247386100739885,0.0262037375921921,4725.32
"dog_food",2019-04-30 21:00:00,206,17764,118130,0.210683992031598,0.0316819605519343,3742.59
"dog_food",2019-04-30 22:00:00,207,16602,254700,0.24477435163164,0.0159550058892815,4063.74
"dog_food",2019-04-30 23:00:00,208,12226,0,0.219347815526987,NA,2681.75
"dog_food",2019-05-01 00:00:00,209,6575,101700,0.221424820058212,0.0143153392330383,1455.87
"dog_food",2019-05-01 01:00:00,210,8854,277010,0.253741966852048,0.00811028482726255,2246.63
"dog_food",2019-05-01 02:00:00,211,11653,24230,0.157356287073996,0.0756776723070574,1833.67
"dog_food",2019-05-01 03:00:00,212,2432,57850,0.130445064651458,0.0054838375108038,317.24
"dog_food",2019-05-01 04:00:00,213,4035,10050,0.0879836730842018,0.0353243781094527,355.01
"dog_food",2019-05-01 05:00:00,214,899,0,0.0290228614155047,NA,26.09
"dog_food",2019-05-01 06:00:00,215,392,50530,0.144063515130887,0.00111755392835939,56.47
"dog_food",2019-05-01 07:00:00,216,0,19890,NA,NA,NA
"dog_food",2019-05-01 08:00:00,217,0,56400,NA,NA,NA
"dog_food",2019-05-01 09:00:00,218,0,40650,NA,NA,NA
"dog_food",2019-05-01 10:00:00,219,2571,0,0.103452418223961,NA,265.98
"dog_food",2019-05-01 11:00:00,220,400,7640,0.0695949387500643,0.00364397905759162,27.84
"dog_food",2019-05-01 12:00:00,221,2367,71840,0.199928025701041,0.00658727728285078,473.23
"dog_food",2019-05-01 13:00:00,222,8582,183590,0.0623415661973107,0.00291421101367177,535.02
"dog_food",2019-05-01 14:00:00,223,4763,0,0.193131954171245,NA,919.89
"dog_food",2019-05-01 15:00:00,224,12529,165580,0.168583577841851,0.0127562507549221,2112.18
"dog_food",2019-05-01 16:00:00,225,10494,20100,0.184385548443111,0.096265671641791,1934.94
"dog_food",2019-05-01 17:00:00,226,16149,112660,0.13176433362743,0.018887448961477,2127.86
"dog_food",2019-05-01 18:00:00,227,16581,0,0.155289466046137,NA,2574.85
"dog_food",2019-05-01 19:00:00,228,16424,211520,0.205978705348393,0.0159937121785174,3382.99
"dog_food",2019-05-01 20:00:00,229,20491,92540,0.183217531798255,0.0405695915279879,3754.31
"dog_food",2019-05-01 21:00:00,230,17211,96370,0.273363950950106,0.0488208986199025,4704.87
"dog_food",2019-05-01 22:00:00,231,17474,0,0.294612996031964,NA,5148.07
"dog_food",2019-05-01 23:00:00,232,14176,152540,0.228529912326359,0.021237970368428,3239.64
"dog_food",2019-05-02 00:00:00,233,14055,131790,0.1672596491218,0.0178376963350785,2350.83
"dog_food",2019-05-02 01:00:00,234,9109,0,0.182698067153246,NA,1664.2
"dog_food",2019-05-02 02:00:00,235,8140,42210,0.19691437538931,0.0379739398246861,1602.88
"dog_food",2019-05-02 03:00:00,236,6092,97830,0.227526563898157,0.0141683532658694,1386.09
"dog_food",2019-05-02 04:00:00,237,3408,46790,0.130801458152312,0.00952703569138705,445.77
"dog_food",2019-05-02 05:00:00,238,4191,72330,0.172138744312384,0.00997414627402184,721.43
"dog_food",2019-05-02 06:00:00,239,0,0,NA,NA,NA
"dog_food",2019-05-02 07:00:00,240,1848,37470,0.142840529957323,0.00704483586869496,263.97
"dog_food",2019-05-02 08:00:00,241,0,15760,NA,NA,NA
"dog_food",2019-05-02 09:00:00,242,0,33550,NA,NA,NA
"dog_food",2019-05-02 10:00:00,243,0,79460,NA,NA,NA
"dog_food",2019-05-02 11:00:00,244,2885,0,0.089856511262663,NA,259.24
"dog_food",2019-05-02 12:00:00,245,6298,0,0.0803188422290962,NA,505.85
"dog_food",2019-05-02 13:00:00,246,7326,119800,0.00144589990542059,8.83973288814691e-05,10.59
"dog_food",2019-05-02 14:00:00,247,8829,0,0.122856502672988,NA,1084.7
"dog_food",2019-05-02 15:00:00,248,11790,153510,0.167187769779128,0.0128404664191258,1971.14
"dog_food",2019-05-02 16:00:00,249,10511,75750,0.202624677072101,0.0281160396039604,2129.79
"dog_food",2019-05-02 17:00:00,250,15362,102620,0.218334171123442,0.0326841746248295,3354.05
"dog_food",2019-05-02 18:00:00,251,18453,3010,0.227148419665991,1.39254817275747,4191.57
"dog_food",2019-05-02 19:00:00,252,18368,0,0.217858340698444,NA,4001.62
"dog_food",2019-05-02 20:00:00,253,17750,258660,0.227641690482966,0.0156214335421016,4040.64
"dog_food",2019-05-02 21:00:00,254,16877,107430,0.2504201995712,0.0393404077073443,4226.34
"dog_food",2019-05-02 22:00:00,255,14661,193250,0.221178839158036,0.0167798188874515,3242.7
"dog_food",2019-05-02 23:00:00,256,14912,194020,0.16262221578449,0.0124988145552005,2425.02
"dog_food",2019-05-03 00:00:00,257,16573,239900,0.123463954868344,0.00852926219258024,2046.17
"dog_food",2019-05-03 01:00:00,258,9835,116720,0.153544536380493,0.0129378855380398,1510.11
"dog_food",2019-05-03 02:00:00,259,7537,50940,0.120556179630453,0.0178372595210051,908.63
"dog_food",2019-05-03 03:00:00,260,9513,107390,0.184132502220437,0.0163111090418102,1751.65
"dog_food",2019-05-03 04:00:00,261,4386,0,0.163880813512588,NA,718.78
"dog_food",2019-05-03 05:00:00,262,2382,0,0.0448969689048758,NA,106.94
"dog_food",2019-05-03 06:00:00,263,1258,0,0.067019239800939,NA,84.31
"dog_food",2019-05-03 07:00:00,264,0,0,NA,NA,NA
"dog_food",2019-05-03 08:00:00,265,0,0,NA,NA,NA
"dog_food",2019-05-03 09:00:00,266,330,0,0,NA,0
"dog_food",2019-05-03 10:00:00,267,2713,0,0.0650713404019662,NA,176.54
"dog_food",2019-05-03 11:00:00,268,0,0,NA,NA,NA
"dog_food",2019-05-03 12:00:00,269,679,0,0.0719050663601806,NA,48.82
"dog_food",2019-05-03 13:00:00,270,3827,0,0.11548155512928,NA,441.95
"dog_food",2019-05-03 14:00:00,271,7475,1000,0.178363247433651,1.33327,1333.27
"dog_food",2019-05-03 15:00:00,272,10654,31890,0.157952170354985,0.0527695202257761,1682.82
"dog_food",2019-05-03 16:00:00,273,12556,0,0.243757783616584,NA,3060.62
"dog_food",2019-05-03 17:00:00,274,17037,117560,0.24521318891089,0.0355367471929228,4177.7
"dog_food",2019-05-03 18:00:00,275,18848,101350,0.183852122460105,0.0341908238776517,3465.24
"dog_food",2019-05-03 19:00:00,276,16871,69110,0.244617119568654,0.0597155259730864,4126.94
"dog_food",2019-05-03 20:00:00,277,17308,263420,0.310106013699613,0.0203754840179182,5367.31
"dog_food",2019-05-03 21:00:00,278,19803,159920,0.2220481571981,0.0274963731865933,4397.22
"dog_food",2019-05-03 22:00:00,279,17517,229580,0.302429530675378,0.0230754421116822,5297.66
"dog_food",2019-05-03 23:00:00,280,11849,156210,0.180133857328243,0.0136637219128097,2134.41
"dog_food",2019-05-04 00:00:00,281,16766,93800,0.181465560265507,0.0324355010660981,3042.45
"dog_food",2019-05-04 01:00:00,282,9625,85430,0.192574723838189,0.0216964766475477,1853.53
"dog_food",2019-05-04 02:00:00,283,8274,0,0.164965522703275,NA,1364.92
"dog_food",2019-05-04 03:00:00,284,7474,0,0.0371346011593617,NA,277.54
"dog_food",2019-05-04 04:00:00,285,0,43610,NA,NA,NA
"dog_food",2019-05-04 05:00:00,286,1779,21580,0,0,0
"dog_food",2019-05-04 06:00:00,287,504,0,0.0338307740907764,NA,17.05
"dog_food",2019-05-04 07:00:00,288,0,0,NA,NA,NA
"dog_food",2019-05-04 08:00:00,289,0,0,NA,NA,NA
"dog_food",2019-05-04 09:00:00,290,0,78330,NA,NA,NA
"dog_food",2019-05-04 10:00:00,291,0,0,NA,NA,NA
"dog_food",2019-05-04 11:00:00,292,2858,106440,0,0,0
"dog_food",2019-05-04 12:00:00,293,4969,9810,0.156214277588735,0.0791264016309888,776.23
"dog_food",2019-05-04 13:00:00,294,2374,113670,0.131271754546578,0.00274162048033782,311.64
"dog_food",2019-05-04 14:00:00,295,9959,118590,0.22686414330269,0.0190516906990471,2259.34
"dog_food",2019-05-04 15:00:00,296,7736,168410,0.208061440081727,0.0095573897036993,1609.56
"dog_food",2019-05-04 16:00:00,297,11286,174140,0.279435733525209,0.0181101986907086,3153.71
"dog_food",2019-05-04 17:00:00,298,14025,114400,0.219311841807145,0.0268868006993007,3075.85
"dog_food",2019-05-04 18:00:00,299,19025,260070,0.217892698837837,0.0159395931864498,4145.41
"dog_food",2019-05-04 19:00:00,300,16512,144880,0.227483749784559,0.0259263528437327,3756.21
"dog_food",2019-05-04 20:00:00,301,17165,176120,0.262167647852763,0.0255513854190325,4500.11
"dog_food",2019-05-04 21:00:00,302,15281,21460,0.297827152154309,0.212073625349487,4551.1
"dog_food",2019-05-04 22:00:00,303,15543,176740,0.237708397354456,0.0209047187959715,3694.7
"dog_food",2019-05-04 23:00:00,304,12509,0,0.281457013074218,NA,3520.75
"dog_food",2019-05-05 00:00:00,305,12966,228770,0.108709404234448,0.00616134108493246,1409.53
"dog_food",2019-05-05 01:00:00,306,5678,103980,0.148061419824845,0.00808511252163878,840.69
"dog_food",2019-05-05 02:00:00,307,7417,0,0.139103565711707,NA,1031.73
"dog_food",2019-05-05 03:00:00,308,6186,0,0.124035499070891,NA,767.28
"dog_food",2019-05-05 04:00:00,309,6290,84570,0.10911468995809,0.0081155256000946,686.33
"dog_food",2019-05-05 05:00:00,310,0,27130,NA,NA,NA
